,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
1188,Peter Hedges,Peter Hedges,Peter Hedges,Peter Hedges,Comedy Drama Family Fantasy,the odd life of timothy green,Peter Hedges Peter Hedges Peter Hedges Peter Hedges Comedy Drama Family Fantasy
1189,Paul Weiland,Paul Weiland,Paul Weiland,Paul Weiland,Comedy Romance,made of honor,Paul Weiland Paul Weiland Paul Weiland Paul Weiland Comedy Romance
1190,Clint Eastwood,Clint Eastwood,Clint Eastwood,Clint Eastwood,Biography Drama Music Musical,jersey boys,Clint Eastwood Clint Eastwood Clint Eastwood Clint Eastwood Biography Drama Music Musical
1191,Francis Ford Coppola,Francis Ford Coppola,Francis Ford Coppola,Francis Ford Coppola,Crime Drama Thriller,the rainmaker,Francis Ford Coppola Francis Ford Coppola Francis Ford Coppola Francis Ford Coppola Crime Drama Thriller
1192,Mathieu Kassovitz,Mathieu Kassovitz,Mathieu Kassovitz,Mathieu Kassovitz,Horror Mystery Thriller,gothika,Mathieu Kassovitz Mathieu Kassovitz Mathieu Kassovitz Mathieu Kassovitz Horror Mystery Thriller
1193,Steven Spielberg,Steven Spielberg,Steven Spielberg,Steven Spielberg,Drama History,amistad,Steven Spielberg Steven Spielberg Steven Spielberg Steven Spielberg Drama History
1194,John McTiernan,John McTiernan,John McTiernan,John McTiernan,Adventure Drama Romance,medicine man,John McTiernan John McTiernan John McTiernan John McTiernan Adventure Drama Romance
1195,Colin Strause,Colin Strause,Colin Strause,Colin Strause,Action Horror Sci-Fi Thriller,aliens vs. predator: requiem,Colin Strause Colin Strause Colin Strause Colin Strause Action Horror Sci-Fi Thriller
1196,Donald Petrie,Donald Petrie,Donald Petrie,Donald Petrie,Comedy Family,ri¢hie ri¢h,Donald Petrie Donald Petrie Donald Petrie Donald Petrie Comedy Family
1197,Joan Chen,Joan Chen,Joan Chen,Joan Chen,Drama Romance,autumn in new york,Joan Chen Joan Chen Joan Chen Joan Chen Drama Romance
1198,Marc Lawrence,Marc Lawrence,Marc Lawrence,Marc Lawrence,Comedy Music Romance,music and lyrics,Marc Lawrence Marc Lawrence Marc Lawrence Marc Lawrence Comedy Music Romance
1199,Greg Mottola,Greg Mottola,Greg Mottola,Greg Mottola,Adventure Comedy Sci-Fi,paul,Greg Mottola Greg Mottola Greg Mottola Greg Mottola Adventure Comedy Sci-Fi
1200,Anne Fletcher,Anne Fletcher,Anne Fletcher,Anne Fletcher,Comedy Drama,the guilt trip,Anne Fletcher Anne Fletcher Anne Fletcher Anne Fletcher Comedy Drama
1201,Wes Craven,Wes Craven,Wes Craven,Wes Craven,Horror Mystery,scream 4,Wes Craven Wes Craven Wes Craven Wes Craven Horror Mystery
1202,Joel Schumacher,Joel Schumacher,Joel Schumacher,Joel Schumacher,Mystery Thriller,8mm,Joel Schumacher Joel Schumacher Joel Schumacher Joel Schumacher Mystery Thriller
1203,Oliver Stone,Oliver Stone,Oliver Stone,Oliver Stone,Biography Drama Music Musical,the doors,Oliver Stone Oliver Stone Oliver Stone Oliver Stone Biography Drama Music Musical
1204,Jake Kasdan,Jake Kasdan,Jake Kasdan,Jake Kasdan,Comedy,sex tape,Jake Kasdan Jake Kasdan Jake Kasdan Jake Kasdan Comedy
1205,Diane Keaton,Diane Keaton,Diane Keaton,Diane Keaton,Comedy Drama,hanging up,Diane Keaton Diane Keaton Diane Keaton Diane Keaton Comedy Drama
1206,Steven Quale,Steven Quale,Steven Quale,Steven Quale,Horror,final destination 5,Steven Quale Steven Quale Steven Quale Steven Quale Horror
1207,Kelly Makin,Kelly Makin,Kelly Makin,Kelly Makin,Comedy Crime Romance,mickey blue eyes,Kelly Makin Kelly Makin Kelly Makin Kelly Makin Comedy Crime Romance
1208,Mimi Leder,Mimi Leder,Mimi Leder,Mimi Leder,Drama,pay it forward,Mimi Leder Mimi Leder Mimi Leder Mimi Leder Drama
1209,Bobby Farrelly,Bobby Farrelly,Bobby Farrelly,Bobby Farrelly,Comedy Drama Romance Sport,fever pitch,Bobby Farrelly Bobby Farrelly Bobby Farrelly Bobby Farrelly Comedy Drama Romance Sport
1210,unknown,unknown,unknown,unknown,Animation Comedy Family,arthur,unknown unknown unknown unknown Animation Comedy Family
1211,Steven Brill,Steven Brill,Steven Brill,Steven Brill,Comedy Drama,drillbit taylor,Steven Brill Steven Brill Steven Brill Steven Brill Comedy Drama
1212,Seth MacFarlane,Seth MacFarlane,Seth MacFarlane,Seth MacFarlane,Comedy Western,a million ways to die in the west,Seth MacFarlane Seth MacFarlane Seth MacFarlane Seth MacFarlane Comedy Western
1213,Russell Mulcahy,Russell Mulcahy,Russell Mulcahy,Russell Mulcahy,Action Adventure Crime Fantasy Mystery Thriller,the shadow,Russell Mulcahy Russell Mulcahy Russell Mulcahy Russell Mulcahy Action Adventure Crime Fantasy Mystery Thriller
1214,Stephen Daldry,Stephen Daldry,Stephen Daldry,Stephen Daldry,Adventure Drama Mystery,extremely loud & incredibly close,Stephen Daldry Stephen Daldry Stephen Daldry Stephen Daldry Adventure Drama Mystery
1215,Roger Michell,Roger Michell,Roger Michell,Roger Michell,Comedy Drama Romance,morning glory,Roger Michell Roger Michell Roger Michell Roger Michell Comedy Drama Romance
1216,Jim Sheridan,Jim Sheridan,Jim Sheridan,Jim Sheridan,Biography Crime Drama Music,get rich or die tryin',Jim Sheridan Jim Sheridan Jim Sheridan Jim Sheridan Biography Crime Drama Music
1217,Christian Duguay,Christian Duguay,Christian Duguay,Christian Duguay,Action Adventure Crime Thriller,the art of war,Christian Duguay Christian Duguay Christian Duguay Christian Duguay Action Adventure Crime Thriller
1218,Chris Columbus,Chris Columbus,Chris Columbus,Chris Columbus,Drama Musical Romance,rent,Chris Columbus Chris Columbus Chris Columbus Chris Columbus Drama Musical Romance
1219,Chuck Russell,Chuck Russell,Chuck Russell,Chuck Russell,Crime Drama Horror Thriller,bless the child,Chuck Russell Chuck Russell Chuck Russell Chuck Russell Crime Drama Horror Thriller
1220,Sam Weisman,Sam Weisman,Sam Weisman,Sam Weisman,Comedy,the out-of-towners,Sam Weisman Sam Weisman Sam Weisman Sam Weisman Comedy
1221,John Frankenheimer,John Frankenheimer,John Frankenheimer,John Frankenheimer,Horror Sci-Fi Thriller,the island of dr. moreau,John Frankenheimer John Frankenheimer John Frankenheimer John Frankenheimer Horror Sci-Fi Thriller
1222,Peter Hyams,Peter Hyams,Peter Hyams,Peter Hyams,Action Adventure Romance,the musketeer,Peter Hyams Peter Hyams Peter Hyams Peter Hyams Action Adventure Romance
1223,Justin Chadwick,Justin Chadwick,Justin Chadwick,Justin Chadwick,Biography Drama History Romance,the other boleyn girl,Justin Chadwick Justin Chadwick Justin Chadwick Justin Chadwick Biography Drama History Romance
1224,Pat O'Connor,Pat O'Connor,Pat O'Connor,Pat O'Connor,Drama Romance,sweet november,Pat O'Connor Pat O'Connor Pat O'Connor Pat O'Connor Drama Romance
1225,Stephen Hopkins,Stephen Hopkins,Stephen Hopkins,Stephen Hopkins,Horror Thriller,the reaping,Stephen Hopkins Stephen Hopkins Stephen Hopkins Stephen Hopkins Horror Thriller
1226,Martin Scorsese,Martin Scorsese,Martin Scorsese,Martin Scorsese,Crime Drama Romance Thriller,mean streets,Martin Scorsese Martin Scorsese Martin Scorsese Martin Scorsese Crime Drama Romance Thriller
1227,Penny Marshall,Penny Marshall,Penny Marshall,Penny Marshall,Comedy Drama,renaissance man,Penny Marshall Penny Marshall Penny Marshall Penny Marshall Comedy Drama
1228,Olivier Megaton,Olivier Megaton,Olivier Megaton,Olivier Megaton,Action Crime Drama Thriller,colombiana,Olivier Megaton Olivier Megaton Olivier Megaton Olivier Megaton Action Crime Drama Thriller
1229,Frederik Du Chau,Frederik Du Chau,Frederik Du Chau,Frederik Du Chau,Adventure Animation Comedy Drama Family Fantasy Musical,the magic sword: quest for camelot,Frederik Du Chau Frederik Du Chau Frederik Du Chau Frederik Du Chau Adventure Animation Comedy Drama Family Fantasy Musical
1230,Michael Caton-Jones,Michael Caton-Jones,Michael Caton-Jones,Michael Caton-Jones,Crime Drama Mystery Thriller,city by the sea,Michael Caton-Jones Michael Caton-Jones Michael Caton-Jones Michael Caton-Jones Crime Drama Mystery Thriller
1231,Irwin Winkler,Irwin Winkler,Irwin Winkler,Irwin Winkler,Drama Romance,at first sight,Irwin Winkler Irwin Winkler Irwin Winkler Irwin Winkler Drama Romance
1232,Joseph Kahn,Joseph Kahn,Joseph Kahn,Joseph Kahn,Action Comedy Crime,torque,Joseph Kahn Joseph Kahn Joseph Kahn Joseph Kahn Action Comedy Crime
1233,Harold Becker,Harold Becker,Harold Becker,Harold Becker,Drama Thriller,city hall,Harold Becker Harold Becker Harold Becker Harold Becker Drama Thriller
1234,Paul Verhoeven,Paul Verhoeven,Paul Verhoeven,Paul Verhoeven,Drama,showgirls,Paul Verhoeven Paul Verhoeven Paul Verhoeven Paul Verhoeven Drama
1235,Sofia Coppola,Sofia Coppola,Sofia Coppola,Sofia Coppola,Biography Drama History Romance,marie antoinette,Sofia Coppola Sofia Coppola Sofia Coppola Sofia Coppola Biography Drama History Romance
1236,Barbet Schroeder,Barbet Schroeder,Barbet Schroeder,Barbet Schroeder,Action Crime Thriller,kiss of death,Barbet Schroeder Barbet Schroeder Barbet Schroeder Barbet Schroeder Action Crime Thriller
1237,Stephen Kay,Stephen Kay,Stephen Kay,Stephen Kay,Action Crime Drama Thriller,get carter,Stephen Kay Stephen Kay Stephen Kay Stephen Kay Action Crime Drama Thriller
1238,J.A. Bayona,J.A. Bayona,J.A. Bayona,J.A. Bayona,Drama Thriller,the impossible,J.A. Bayona J.A. Bayona J.A. Bayona J.A. Bayona Drama Thriller
1239,Elaine May,Elaine May,Elaine May,Elaine May,Action Adventure Comedy Music Thriller,ishtar,Elaine May Elaine May Elaine May Elaine May Action Adventure Comedy Music Thriller
1240,Wes Anderson,Wes Anderson,Wes Anderson,Wes Anderson,Adventure Animation Comedy Crime Family,fantastic mr. fox,Wes Anderson Wes Anderson Wes Anderson Wes Anderson Adventure Animation Comedy Crime Family
1241,Stephen Herek,Stephen Herek,Stephen Herek,Stephen Herek,Comedy Romance,life or something like it,Stephen Herek Stephen Herek Stephen Herek Stephen Herek Comedy Romance
1242,John Carpenter,John Carpenter,John Carpenter,John Carpenter,Comedy Romance Sci-Fi Thriller,memoirs of an invisible man,John Carpenter John Carpenter John Carpenter John Carpenter Comedy Romance Sci-Fi Thriller
1243,Jean-Pierre Jeunet,Jean-Pierre Jeunet,Jean-Pierre Jeunet,Jean-Pierre Jeunet,Comedy Romance,amélie,Jean-Pierre Jeunet Jean-Pierre Jeunet Jean-Pierre Jeunet Jean-Pierre Jeunet Comedy Romance
1244,Dennie Gordon,Dennie Gordon,Dennie Gordon,Dennie Gordon,Comedy Crime Family Romance,new york minute,Dennie Gordon Dennie Gordon Dennie Gordon Dennie Gordon Comedy Crime Family Romance
1245,Charles Shyer,Charles Shyer,Charles Shyer,Charles Shyer,Comedy Drama Romance,alfie,Charles Shyer Charles Shyer Charles Shyer Charles Shyer Comedy Drama Romance
1246,Ken Kwapis,Ken Kwapis,Ken Kwapis,Ken Kwapis,Biography Drama Romance,big miracle,Ken Kwapis Ken Kwapis Ken Kwapis Ken Kwapis Biography Drama Romance
1247,Ulu Grosbard,Ulu Grosbard,Ulu Grosbard,Ulu Grosbard,Drama,the deep end of the ocean,Ulu Grosbard Ulu Grosbard Ulu Grosbard Ulu Grosbard Drama
1248,William Malone,William Malone,William Malone,William Malone,Crime Horror Thriller,feardotcom,William Malone William Malone William Malone William Malone Crime Horror Thriller
1249,Paul Weitz,Paul Weitz,Paul Weitz,Paul Weitz,Action Adventure Fantasy Thriller,cirque du freak: the vampire's assistant,Paul Weitz Paul Weitz Paul Weitz Paul Weitz Action Adventure Fantasy Thriller
1250,Danny DeVito,Danny DeVito,Danny DeVito,Danny DeVito,Comedy,duplex,Danny DeVito Danny DeVito Danny DeVito Danny DeVito Comedy
1251,Malcolm D. Lee,Malcolm D. Lee,Malcolm D. Lee,Malcolm D. Lee,Comedy Drama Music,soul men,Malcolm D. Lee Malcolm D. Lee Malcolm D. Lee Malcolm D. Lee Comedy Drama Music
1252,Jerry Jameson,Jerry Jameson,Jerry Jameson,Jerry Jameson,Action Adventure Drama Thriller,raise the titanic,Jerry Jameson Jerry Jameson Jerry Jameson Jerry Jameson Action Adventure Drama Thriller
1253,Mic Rodgers,Mic Rodgers,Mic Rodgers,Mic Rodgers,Action Sci-Fi,universal soldier: the return,Mic Rodgers Mic Rodgers Mic Rodgers Mic Rodgers Action Sci-Fi
1254,Christian Alvart,Christian Alvart,Christian Alvart,Christian Alvart,Action Horror Mystery Sci-Fi Thriller,pandorum,Christian Alvart Christian Alvart Christian Alvart Christian Alvart Action Horror Mystery Sci-Fi Thriller
1255,Gary Fleder,Gary Fleder,Gary Fleder,Gary Fleder,Drama Mystery Sci-Fi Thriller,impostor,Gary Fleder Gary Fleder Gary Fleder Gary Fleder Drama Mystery Sci-Fi Thriller
1256,Christian Duguay,Christian Duguay,Christian Duguay,Christian Duguay,Action Adventure Thriller,extreme ops,Christian Duguay Christian Duguay Christian Duguay Christian Duguay Action Adventure Thriller
1257,Jean-Marie Poiré,Jean-Marie Poiré,Jean-Marie Poiré,Jean-Marie Poiré,Comedy Fantasy Sci-Fi,just visiting,Jean-Marie Poiré Jean-Marie Poiré Jean-Marie Poiré Jean-Marie Poiré Comedy Fantasy Sci-Fi
1258,Danny Boyle,Danny Boyle,Danny Boyle,Danny Boyle,Adventure Sci-Fi Thriller,sunshine,Danny Boyle Danny Boyle Danny Boyle Danny Boyle Adventure Sci-Fi Thriller
1259,Brian Robbins,Brian Robbins,Brian Robbins,Brian Robbins,Comedy Drama,a thousand words,Brian Robbins Brian Robbins Brian Robbins Brian Robbins Comedy Drama
1260,Marc F. Adler,Marc F. Adler,Marc F. Adler,Marc F. Adler,Adventure Animation Comedy Fantasy Romance,delgo,Marc F. Adler Marc F. Adler Marc F. Adler Marc F. Adler Adventure Animation Comedy Fantasy Romance
1261,Pierre Morel,Pierre Morel,Pierre Morel,Pierre Morel,Action Crime Drama Mystery Thriller,the gunman,Pierre Morel Pierre Morel Pierre Morel Pierre Morel Action Crime Drama Mystery Thriller
1262,Geoffrey Sax,Geoffrey Sax,Geoffrey Sax,Geoffrey Sax,Action Adventure Family Thriller,alex rider: operation stormbreaker,Geoffrey Sax Geoffrey Sax Geoffrey Sax Geoffrey Sax Action Adventure Family Thriller
1263,Iain Softley,Iain Softley,Iain Softley,Iain Softley,Comedy Crime Drama Thriller,hackers,Iain Softley Iain Softley Iain Softley Iain Softley Comedy Crime Drama Thriller
1264,Richard Shepard,Richard Shepard,Richard Shepard,Richard Shepard,Adventure Comedy Drama Romance Thriller War,the hunting party,Richard Shepard Richard Shepard Richard Shepard Richard Shepard Adventure Comedy Drama Romance Thriller War
1265,Joel Coen,Joel Coen,Joel Coen,Joel Coen,Comedy Fantasy,the hudsucker proxy,Joel Coen Joel Coen Joel Coen Joel Coen Comedy Fantasy
1266,Peter Ho-Sun Chan,Peter Ho-Sun Chan,Peter Ho-Sun Chan,Peter Ho-Sun Chan,Action Drama History Romance War,the warlords,Peter Ho-Sun Chan Peter Ho-Sun Chan Peter Ho-Sun Chan Peter Ho-Sun Chan Action Drama History Romance War
1267,Sergey Bodrov,Sergey Bodrov,Sergey Bodrov,Sergey Bodrov,Drama History War,nomad: the warrior,Sergey Bodrov Sergey Bodrov Sergey Bodrov Sergey Bodrov Drama History War
1268,Joon-ho Bong,Joon-ho Bong,Joon-ho Bong,Joon-ho Bong,Action Drama Sci-Fi Thriller,snowpiercer,Joon-ho Bong Joon-ho Bong Joon-ho Bong Joon-ho Bong Action Drama Sci-Fi Thriller
1269,Bibo Bergeron,Bibo Bergeron,Bibo Bergeron,Bibo Bergeron,Adventure Animation Comedy Fantasy Music Romance,a monster in paris,Bibo Bergeron Bibo Bergeron Bibo Bergeron Bibo Bergeron Adventure Animation Comedy Fantasy Music Romance
1270,Jeff Nathanson,Jeff Nathanson,Jeff Nathanson,Jeff Nathanson,Comedy,the last shot,Jeff Nathanson Jeff Nathanson Jeff Nathanson Jeff Nathanson Comedy
1271,Alex Proyas,Alex Proyas,Alex Proyas,Alex Proyas,Action Drama Fantasy,the crow,Alex Proyas Alex Proyas Alex Proyas Alex Proyas Action Drama Fantasy
1272,S.S. Rajamouli,S.S. Rajamouli,S.S. Rajamouli,S.S. Rajamouli,Action Adventure Drama Fantasy War,baahubali: the beginning,S.S. Rajamouli S.S. Rajamouli S.S. Rajamouli S.S. Rajamouli Action Adventure Drama Fantasy War
1273,Robert Schwentke,Robert Schwentke,Robert Schwentke,Robert Schwentke,Drama Fantasy Romance Sci-Fi,the time traveler's wife,Robert Schwentke Robert Schwentke Robert Schwentke Robert Schwentke Drama Fantasy Romance Sci-Fi
1274,Michael Lehmann,Michael Lehmann,Michael Lehmann,Michael Lehmann,Comedy Romance,because i said so,Michael Lehmann Michael Lehmann Michael Lehmann Michael Lehmann Comedy Romance
1275,Rob Cohen,Rob Cohen,Rob Cohen,Rob Cohen,Action Crime Thriller,the fast and the furious,Rob Cohen Rob Cohen Rob Cohen Rob Cohen Action Crime Thriller
1276,Tim Burton,Tim Burton,Tim Burton,Tim Burton,Animation Comedy Family Horror Sci-Fi,frankenweenie,Tim Burton Tim Burton Tim Burton Tim Burton Animation Comedy Family Horror Sci-Fi
1277,Joss Whedon,Joss Whedon,Joss Whedon,Joss Whedon,Action Adventure Sci-Fi Thriller,serenity,Joss Whedon Joss Whedon Joss Whedon Joss Whedon Action Adventure Sci-Fi Thriller
1278,Charles S. Dutton,Charles S. Dutton,Charles S. Dutton,Charles S. Dutton,Biography Drama Romance Sport,against the ropes,Charles S. Dutton Charles S. Dutton Charles S. Dutton Charles S. Dutton Biography Drama Romance Sport
1279,Richard Lester,Richard Lester,Richard Lester,Richard Lester,Action Comedy Sci-Fi,superman iii,Richard Lester Richard Lester Richard Lester Richard Lester Action Comedy Sci-Fi
1280,Peter Segal,Peter Segal,Peter Segal,Peter Segal,Comedy Sport,grudge match,Peter Segal Peter Segal Peter Segal Peter Segal Comedy Sport
1281,John Woo,John Woo,John Woo,John Woo,Action Adventure Drama History War,red cliff,John Woo John Woo John Woo John Woo Action Adventure Drama History War
1282,Andy Tennant,Andy Tennant,Andy Tennant,Andy Tennant,Comedy Romance,sweet home alabama,Andy Tennant Andy Tennant Andy Tennant Andy Tennant Comedy Romance
1283,Robert Luketic,Robert Luketic,Robert Luketic,Robert Luketic,Comedy Romance,the ugly truth,Robert Luketic Robert Luketic Robert Luketic Robert Luketic Comedy Romance
1284,Jonathan Lynn,Jonathan Lynn,Jonathan Lynn,Jonathan Lynn,Comedy,sgt. bilko,Jonathan Lynn Jonathan Lynn Jonathan Lynn Jonathan Lynn Comedy
1285,Robert Rodriguez,Robert Rodriguez,Robert Rodriguez,Robert Rodriguez,Action Adventure Comedy Family Sci-Fi,spy kids 2: island of lost dreams,Robert Rodriguez Robert Rodriguez Robert Rodriguez Robert Rodriguez Action Adventure Comedy Family Sci-Fi
1286,David Carson,David Carson,David Carson,David Carson,Action Adventure Mystery Sci-Fi Thriller,star trek: generations,David Carson David Carson David Carson David Carson Action Adventure Mystery Sci-Fi Thriller
1287,Kar-Wai Wong,Kar-Wai Wong,Kar-Wai Wong,Kar-Wai Wong,Action Biography Drama,the grandmaster,Kar-Wai Wong Kar-Wai Wong Kar-Wai Wong Kar-Wai Wong Action Biography Drama
1288,Francis Lawrence,Francis Lawrence,Francis Lawrence,Francis Lawrence,Drama Romance,water for elephants,Francis Lawrence Francis Lawrence Francis Lawrence Francis Lawrence Drama Romance
1289,unknown,unknown,unknown,unknown,Comedy Family Sci-Fi,3rd rock from the sun,unknown unknown unknown unknown Comedy Family Sci-Fi
1290,Yuefeng Song,Yuefeng Song,Yuefeng Song,Yuefeng Song,Adventure Animation Family Fantasy,dragon nest: warriors' dawn,Yuefeng Song Yuefeng Song Yuefeng Song Yuefeng Song Adventure Animation Family Fantasy
